1,able
2,ador
3,amaz
4,ampl
5,awesom
6,bargain
7,beat
8,beats
9,beauti
10,boost
11,brilliant
12,buyit
13,charm
14,cheaper
15,clarity
16,clear
17,conveni
18,cool
19,crisp
20,cute
21,definit
22,easier
23,enjoy
24,excit
25,extra
26,fabul
27,fantast
28,fast
29,favorit
30,fine
31,fit
32,fix
33,flawless
34,freedom
35,functional
36,glad
37,happier
38,high
39,impress
40,incred
41,incredi
42,infatu
43,invent
44,joy
45,light
46,magic
47,patient
48,perfect
49,pleas
50,portabl
51,practic
52,pretti
53,prettier
54,prompt
55,protect
56,quick
57,reason
58,right
59,rock
60,satisfi
61,save
62,seamless
63,secure
64,sharp
65,shield
66,signific
67,simple
68,simpler
69,sleek
70,slim
71,smooth
72,sturdi
73,super
74,superb
75,sweet
76,sweetest
77,tremend
78,understand
79,valuabl
80,waterproof
81,winner
82,wise
83,worth
84,worthwhil
